"","Assay","IL8","VEGFA...3","CD8A","MCP-3","GDNF","CDCP1","CD244","IL7","OPG","LAP TGF-beta-1","uPA","IL6...13","IL-17C","MCP-1","IL-17A","CXCL11","AXIN1","TRAIL...19","IL-20RA","CXCL9","CST5","IL-2RB","IL-1 alpha","OSM","IL2","CXCL1","TSLP","CCL4","CD6","SCF...31","IL18","SLAMF1","TGF-alpha...34","MCP-4","CCL11","TNFSF14","FGF-23","IL-10RA","FGF-5","MMP-1","LIF-R","FGF-21","CCL19","IL-15RA","IL-10RB","IL-22 RA1","IL-18R1","PD-L1","Beta-NGF","CXCL5","TRANCE","HGF...53","IL-12B","IL-24","IL13","ARTN","MMP-10","IL10","TNF","CCL23","CD5","CCL3","Flt3L","CXCL6","CXCL10","4E-BP1","IL-20","SIRT2","CCL28","DNER","EN-RAGE","CD40","IL33","IFN-gamma","FGF-19","IL4","LIF","NRTN","MCP-2","CASP-8","CCL25","CX3CL1","TNFRSF9","NT-3","TWEAK","CCL20","ST1A1","STAMBP","IL5","ADA","TNFB","CSF-1","TXLNA","VEGFA...95","CPE","KLK13","CEACAM1","MSLN","TNFSF13","EGF","TNFRSF6B","SYND1","TGFR-2","IL6...105","CD48","SCAMP3","LY9","IFN-gamma-R1","ITGAV","TRAIL...111","hK11","GPC1","TFPI-2","hK8","VEGFR-2","LYPD3","PODXL","S100A4","IGF1R","ERBB2","ERBB3","SCF...123","SPARC","GZMH","TGF-alpha...126","FURIN","CYR61","hK14","FADD","MetAP 2","PVRL4","FASLG","EPHA2","ITGB5","Gal-1","SEZ6L","GPNMB","CAIX","MIA","CTSV","CD27","XPNPEP2","ERBB4","HGF...145","ADAM 8","5'-NT","CDKN1A","DLL1","MK","ABL1","FGF-BP1","TLR3","LYN","RET","VIM","TNFRSF19","CRNN","TCL1A","CD160","TNFRSF4","MIC-A/B","WISP-1","CXL17","PPY","S100A11","AREG","ESM-1","CD207","ICOSLG","WFDC2","CXCL13","MAD homolog 5","ADAM-TS 15","CD70","RSPO3","FR-gamma","CEACAM5","VEGFR-3","MUC-16","WIF-1","GZMB","FCRLB","ANXA1","FR-alpha"
"14","RL_SARS_PLAS_5.1",7.57138,11.58733,9.88051,7.71935,1.73903,5.16173,7.31115,2.99494,10.7744,7.45336,10.15209,5.59738,3.20459,14.73187,0.87685,9.581,7.66667,7.90028,0.36815,8.9172,7.31657,-0.11563,-1.23153,6.1163,0.72041,10.71436,1.18655,7.20262,4.84953,8.33154,9.30201,2.00621,3.20017,16.27912,8.30102,5.10313,1.70804,0.51636,1.13812,15.00834,4.53017,2.60821,8.81849,1.0328,6.16596,1.73371,9.32015,9.06983,-0.19798,12.30179,2.18909,11.89471,2.99038,2.22682,0.18254,0.85001,8.83786,2.06043,3.09607,11.47214,6.10778,7.72282,8.83491,10.10733,13.02838,10.25285,0.4826,7.16116,2.42068,8.58688,7.81623,13.87682,0.85377,8.35045,7.25065,0.05926,1.34299,1.53984,10.31809,5.70137,7.20876,4.1774,6.13899,1.8757,9.24043,7.25152,6.79517,8.62647,0.64687,6.49585,3.55017,10.19608,9.72656,9.36474,4.17887,2.52922,10.13571,6.31495,9.61985,9.05571,7.038,10.26503,6.10032,6.34804,7.54775,7.76658,7.47623,7.15226,4.27987,8.35511,7.18442,5.59881,9.72812,5.77703,6.89644,5.16299,4.97144,8.78443,5.89731,6.96128,9.47663,7.41005,9.20913,5.16888,3.85169,9.77627,6.11841,4.23417,6.20159,8.59319,6.43317,9.22998,4.04896,10.91628,6.54306,5.74693,6.45699,4.54305,10.18229,6.332,9.01394,8.18203,9.95562,12.3372,7.3154,8.56515,7.26167,11.62148,6.56918,7.87885,11.36456,4.88714,4.90451,2.57306,3.46144,7.62217,5.16341,4.34899,4.17134,4.48709,5.59842,8.69423,7.24989,12.51044,5.78564,6.58264,12.10036,0.87423,5.36978,9.36317,9.26178,4.62017,3.02752,4.45991,5.93757,7.83223,5.72108,7.38822,6.91262,2.44174,0.50863,2.21409,5.68419,11.10216
"15","RL_SARS_PLAS_5.3",6.67194,11.4804,9.90994,6.67571,2.05436,5.01583,6.8443,2.87269,10.85158,7.00785,10.0989,4.36734,3.11148,12.44462,0.87852,8.80288,7.09416,7.79104,0.83984,8.07236,7.70743,0.22685,-1.12316,6.09249,0.64698,10.48254,0.99987,6.13811,4.77232,8.46895,9.18873,2.35722,3.19016,15.50152,7.93182,5.57914,2.00322,0.66295,1.11342,14.68156,4.36415,3.09187,9.09364,1.21416,6.3111,1.46317,9.31514,8.63884,-0.17385,11.98467,1.65026,11.50919,3.59049,1.49112,0.38668,0.1528,9.33656,1.88244,2.67135,10.96754,6.15067,6.41046,9.92564,9.81057,12.27762,9.61179,0.26379,6.50639,2.47789,8.55372,7.58344,13.62928,0.8697,7.07154,9.12443,0.05246,0.20978,1.24674,9.20663,4.95361,7.23462,4.45638,6.14918,1.7901,8.2675,7.42004,6.5419,7.59758,0.95372,6.17758,3.21729,10.44165,8.97954,9.06925,4.4841,3.17076,10.08906,6.10844,9.4382,8.01847,6.37818,10.20959,6.06418,4.93451,7.36863,7.0044,7.26305,7.00719,4.04774,8.0238,7.13442,5.50516,9.03417,6.21247,6.85227,4.92675,4.83995,8.61631,5.64824,6.73377,9.17171,7.41531,9.19622,4.98602,3.81929,9.93688,5.56618,4.33764,5.34369,8.33862,6.03798,9.12063,3.66294,10.44915,6.39262,5.90479,6.4905,4.69819,10.05312,5.62556,8.56315,8.33785,9.76275,11.73714,7.04571,8.51311,6.58197,11.64291,6.51097,6.93262,9.6875,4.59147,4.99109,2.37987,3.27068,7.57951,4.59592,3.28949,4.10407,4.20577,5.60654,8.1836,7.25085,12.49966,5.28092,5.8208,12.21518,1.31931,5.33166,9.26817,9.5091,4.64176,3.30205,4.4639,5.01231,7.8889,5.22442,7.46298,6.22044,2.27975,-0.08165,2.16684,5.12967,10.4661
"16","RL_SARS_PLAS_5.5",7.5313,12.53797,10.10065,6.59333,2.49896,4.86286,8.94806,3.90438,11.25217,8.61968,10.77269,5.91594,3.15655,13.10143,1.65242,10.27465,9.52664,7.92736,0.80716,8.27268,8.29393,-0.09141,-1.34776,5.47671,0.28283,11.77245,1.23757,7.37289,5.06865,8.62295,9.57129,1.86377,3.22726,17.02026,8.61071,6.43296,2.1766,0.57273,0.86606,15.59097,4.12446,3.49843,10.40426,1.19433,6.3351,2.33202,9.55141,9.37441,-0.21937,13.44305,2.46575,11.19496,5.28616,1.43622,1.24419,1.06925,10.24591,2.08642,3.2085,11.67831,6.39511,7.66919,10.91095,11.66366,11.91294,10.5497,-0.05549,7.77584,3.11351,8.59694,7.24347,13.89363,0.91516,8.86591,8.3085,0.10368,0.58304,1.03469,10.36763,6.64881,7.44586,3.88802,6.67281,3.10507,8.65879,9.01179,6.43842,9.97795,0.64438,6.59761,3.50123,10.4838,10.66612,10.12047,4.45565,3.54071,10.16624,6.23362,9.27334,10.20318,6.89108,9.87882,6.14848,6.45344,7.41999,8.53738,7.44694,7.22598,4.53717,8.25766,7.41563,5.47336,9.77594,6.73931,6.8404,4.859,4.72629,8.65376,6.45265,6.80195,9.11848,7.58364,9.10482,5.51082,3.62028,10.36352,6.58204,5.86673,7.46889,8.86356,6.1308,9.55405,3.85968,11.32331,6.64656,5.8644,6.76928,4.65286,10.87013,6.16314,8.47553,8.12256,9.91432,11.3337,6.68054,8.26594,9.309,12.00515,6.37294,9.29383,8.49905,5.19127,4.33852,2.78036,3.61008,7.87685,4.25236,5.12655,3.78175,5.37546,5.75475,8.17973,7.73362,12.98418,5.31607,5.71829,11.51278,1.51,5.3127,9.22173,9.81852,4.95377,3.88386,4.56765,5.30671,8.13988,4.81057,7.47897,5.74376,2.74115,0.55095,2.28516,5.31738,11.15691
"17","RL_SARS_PLAS_5.7",6.94009,11.99675,9.91431,4.76971,1.99747,4.37788,7.71311,3.0468,11.18526,7.62117,10.24583,6.19121,2.4573,12.1338,1.33504,9.13605,7.95357,7.07151,1.09637,7.89288,7.75814,0.02141,-0.96076,5.26575,1.04782,11.03294,1.50314,6.42164,4.65943,8.3695,8.98709,2.24314,3.00031,15.67371,7.80613,6.00804,2.15413,0.97045,1.27833,15.36109,3.99991,3.91183,9.94888,1.00806,6.13343,1.70501,9.35466,9.19536,-0.05462,12.97792,2.08425,12.14961,4.97648,0.9826,1.15023,1.08844,10.13588,1.88891,2.74357,11.48889,6.12315,6.69724,10.4534,10.40564,11.159,9.28346,0.67134,6.78161,2.90466,8.42092,7.30024,13.9262,1.12629,8.16266,9.21259,-0.66937,1.11479,1.694,9.03684,5.12011,7.21254,3.55079,6.60566,2.40702,8.62663,9.27863,6.23273,8.6451,0.88708,6.04337,3.5076,10.4851,9.50619,9.42914,4.41987,3.24044,10.00696,5.96554,9.16887,9.50906,6.12459,9.93558,5.86417,6.68289,7.27257,7.69306,7.00804,6.92605,4.33742,7.34064,7.21903,5.34231,9.62118,6.26808,6.6188,4.73725,4.7583,8.82409,5.81539,6.4711,8.76403,7.29782,9.26341,5.56789,3.46683,10.14025,5.6327,4.67588,6.03006,8.58665,5.73528,9.20801,3.26582,11.17128,6.58457,5.58838,6.81666,4.70841,10.13362,5.25545,8.23111,7.95786,9.65877,12.2889,6.48403,8.65498,7.68131,11.73186,6.66637,7.53607,9.43237,4.45965,5.09407,2.57778,3.48451,7.25726,3.95361,4.02726,3.82855,4.57797,5.68846,7.63604,7.41539,13.07681,5.29267,5.03803,12.1959,1.70657,5.27467,9.07228,8.95122,4.9026,3.44994,4.67858,5.40689,8.03507,4.26223,7.59093,5.74091,2.45128,0.37691,2.30675,4.86402,10.28713
"18","RL_SARS_PLAS_6.1",7.15037,12.19531,8.59899,6.52696,2.40654,4.04856,6.23568,2.8483,11.80419,7.0547,9.51109,4.78075,3.94265,12.30217,1.81172,11.16344,6.79976,6.58916,0.8984,11.26198,7.33969,0.22972,-1.17794,6.36557,1.18545,10.99725,0.59324,7.56709,4.47149,6.96992,9.15189,2.58639,3.49383,14.33151,7.01587,5.73323,2.8079,0.60505,1.393,14.87207,4.25341,6.13745,11.04576,2.13416,6.41136,1.56383,9.95198,8.53559,-0.19553,10.46248,2.55219,12.27252,5.06087,1.61388,0.2982,1.5129,9.80808,3.5025,4.00176,12.0355,6.08097,7.91585,8.20923,8.15959,13.67739,9.53805,0.35239,6.57876,4.22237,7.60589,5.81153,13.63709,0.82867,10.12841,8.80191,-0.57234,0.14498,0.89448,9.88569,4.9627,6.64067,4.75194,6.37801,3.32152,9.83221,9.48687,6.16735,7.38227,1.28536,5.35374,2.91921,10.34258,9.27196,9.76457,4.9246,2.10531,10.30756,3.95966,10.02535,8.22286,8.22611,10.10801,6.92482,5.63717,7.94728,7.38235,7.50808,7.3304,3.83312,7.15079,7.38266,6.47033,11.78383,5.83364,6.76919,4.35247,4.66121,8.32848,6.33254,6.33684,9.37913,6.31158,8.72971,5.6643,4.23615,9.7809,6.72406,5.05964,5.43346,8.13546,6.09694,8.61508,4.41364,10.41455,6.32436,5.53842,6.08666,5.76372,10.86435,5.65476,10.02934,6.29551,10.29643,12.89371,7.37284,9.54117,7.74214,12.02967,6.4328,7.42521,10.81117,5.78637,4.73456,3.92689,3.99166,7.9919,4.71603,5.0174,3.08265,4.76855,6.09123,9.40128,6.6362,11.27732,5.64273,5.56023,12.38423,1.1601,4.87684,9.51634,10.0055,4.5289,4.37511,5.95885,9.1614,7.82564,5.17639,7.32945,6.20032,2.84761,1.87082,3.3295,6.28625,9.8154
"19","RL_SARS_PLAS_6.3",8.27488,13.26378,9.40346,8.18506,2.69991,4.43161,7.52117,4.09371,12.29766,8.4433,10.20669,9.15126,3.31892,14.899,1.13655,11.87453,8.43468,7.28852,0.439,11.90002,6.971,-0.12273,-1.11924,7.36314,0.5288,11.31838,1.38602,8.75537,4.5077,7.71065,9.68914,2.53341,3.74131,16.47677,8.6854,6.30336,1.84701,0.723,1.34554,16.10498,4.23302,7.42402,11.84713,2.12836,6.63108,2.02461,9.68605,9.15647,-0.05244,11.61074,2.33518,12.61831,5.41566,1.92819,0.56215,1.16676,9.94788,4.97877,4.66637,11.85178,6.51267,8.95876,9.38347,9.69491,13.93485,10.59837,0.33421,7.53786,5.08656,8.05528,6.3022,14.0412,0.53297,11.90197,9.53372,-0.26174,1.24419,0.64993,11.94136,5.67962,7.47731,5.56645,6.17034,2.02805,10.05281,11.78763,6.61748,8.91549,1.87333,6.1204,3.32327,10.65586,9.78764,10.83665,4.61497,1.60311,10.29576,4.36798,9.72367,9.98244,7.69477,10.15742,6.53975,9.66932,7.82656,8.00203,7.65892,7.43488,3.96314,7.49854,7.03127,6.54813,12.83805,5.0016,6.90955,4.30343,4.62687,8.60749,6.44085,6.33673,9.21504,6.6316,8.7896,5.95593,4.19129,10.29054,8.10587,4.57415,6.29287,8.71858,5.98362,8.57127,4.22038,10.85381,6.54381,5.91887,5.91543,4.4957,10.61002,4.347,9.92882,6.73601,9.81192,12.98902,7.59887,10.0709,8.71027,11.94731,6.42729,8.27454,10.51051,5.58076,4.87254,3.74737,3.93749,7.58304,3.86502,5.54877,2.93237,4.77432,5.64509,9.03017,6.85753,11.1497,6.09472,6.31164,12.64417,0.35594,5.06133,9.43583,9.68359,4.86341,3.89343,5.46791,9.33634,8.18052,4.82091,7.38314,6.6889,3.10415,2.23726,2.35042,6.82731,10.36548
"20","RL_SARS_PLAS_6.5",6.89734,12.55531,8.68713,7.38913,1.87326,4.59581,6.65705,2.91962,12.06877,7.70508,10.09463,7.21646,3.6347,14.28349,1.18792,10.50795,6.76992,7.19008,0.59491,10.48185,7.00912,-0.24051,-1.26018,7.97023,0.43878,10.0828,1.85008,7.43244,4.59379,7.72703,9.64815,2.62329,4.10942,15.46872,8.34346,6.22815,1.97666,0.66818,1.0403,15.71403,4.49962,6.82379,10.86073,2.0865,6.67851,2.05965,9.70502,8.42044,-0.20956,10.06619,1.23989,10.11647,4.66052,1.61537,-0.04857,0.00612,9.81909,4.0914,3.65677,11.93637,6.25887,7.87868,8.47546,7.7915,13.26713,9.91136,0.25329,6.12378,2.18736,8.03318,6.30217,13.7559,0.70465,11.25197,9.49063,-1.13418,1.2338,0.11233,10.42183,5.11829,7.33242,5.49118,6.1998,1.89643,7.95956,9.52757,6.44521,7.24516,1.65199,5.69577,2.91478,10.52572,8.46959,10.0228,4.44121,1.55573,10.17187,4.36497,9.47513,8.74915,7.2097,10.15367,6.44109,7.62827,7.4712,6.86773,7.63753,7.31994,3.56171,7.26279,6.7358,5.41331,9.79626,4.78575,6.88695,4.13031,4.67161,8.24249,5.8164,6.22189,9.0603,6.57901,8.77919,5.27655,4.45665,9.78383,5.37108,4.50962,4.90925,8.14266,5.96982,8.28581,4.12008,10.04651,6.42335,5.6228,5.91331,3.78426,10.62306,4.68021,9.8459,6.59509,9.5625,10.23868,7.56551,9.57049,7.09131,11.76103,4.18857,6.82914,7.8054,5.00903,4.90759,3.50095,3.95869,7.46169,4.00834,4.33561,2.7043,4.21714,5.53623,8.94552,6.80386,11.66926,5.87807,6.02412,11.2107,0.16024,4.96251,9.43762,9.99594,4.37762,3.81496,5.1496,5.18555,7.95404,4.69422,7.36514,6.95877,2.85373,1.81451,2.27384,6.77525,10.07107
"21","RL_SARS_PLAS_6.7",6.8992,12.61926,8.37143,6.97808,1.90222,4.53747,7.23032,3.11463,11.41846,7.98504,9.80433,6.2013,3.47435,13.47102,1.00595,10.69413,7.82719,7.28419,0.68014,9.95459,6.91539,-0.08851,-0.88243,8.0537,0.8589,10.62171,1.12465,7.02892,4.26396,8.0216,9.19179,2.03098,4.21042,15.80095,8.26165,6.48257,1.82105,0.85239,1.19877,15.91937,4.1969,7.17203,10.26069,1.70042,6.40858,2.10816,9.32541,9.10661,-0.05932,10.68316,1.52115,9.87406,4.51829,1.16726,0.73505,0.8543,9.49584,3.1485,3.41807,11.3205,5.99068,7.60524,8.08414,8.23687,12.79751,10.16267,0.64598,7.21401,2.21294,7.81471,6.58418,13.92918,0.60002,10.39005,8.89289,-0.32434,0.85467,0.53912,9.87686,5.99034,7.15604,4.88575,5.88547,1.74076,7.94628,8.76068,6.92473,8.42835,2.09596,5.85468,2.94277,10.35657,9.61498,10.47488,4.35497,1.70209,10.18777,4.49178,9.43717,10.16212,6.96746,10.22654,6.33856,7.02677,7.38683,8.0881,7.60594,7.27048,4.1,7.70317,6.84304,5.27217,9.10519,4.63884,6.95948,4.09921,4.64857,8.76156,6.24833,6.23827,9.11987,7.17259,8.96949,5.36762,5.00258,9.8636,5.84241,4.5863,6.51497,8.74264,5.91482,8.62323,4.0083,10.89643,6.62107,5.61935,5.87358,3.78363,10.66724,4.97487,9.70253,6.68189,9.52624,10.35667,7.86705,9.42449,8.33946,11.57872,4.49678,8.13986,6.63392,5.14598,4.9575,3.71002,3.99607,7.50197,4.04348,6.11132,2.90182,4.68949,5.53974,8.76241,6.62608,12.23275,6.20937,5.78897,11.06814,0.37591,4.9636,9.4493,9.99157,4.51652,3.81172,4.883,5.14108,7.86439,4.27507,7.37184,7.25786,3.04253,1.60439,2.0702,6.84573,10.38058
"22","RL_SARS_PLAS_7.1",7.45743,12.99727,10.76571,5.66631,2.76819,6.38182,7.45504,3.22216,12.02565,6.95972,11.43948,4.78377,4.46334,13.08182,1.49501,10.80351,6.87199,7.93586,0.92087,11.06518,8.37847,0.52975,-1.30299,6.5838,0.07787,10.73572,0.19067,7.75758,5.34834,9.65973,11.89149,3.93644,4.36857,15.88639,7.90385,6.79606,7.99013,1.87206,1.22196,15.27945,4.28719,9.68933,11.16955,2.5424,7.37096,2.85446,10.78312,8.83287,0.22877,12.46824,4.02644,12.95425,7.41158,2.69754,5.15254,1.97143,12.08689,2.69044,5.16132,10.7332,6.99018,8.17806,10.33869,9.69188,12.26608,10.53228,0.27411,7.71721,3.7145,8.52484,7.15269,14.26838,0.92236,8.74982,9.83866,-0.2167,0.9221,0.60762,9.4142,5.316,7.1804,5.62718,9.55365,2.19386,9.20242,10.13319,6.55485,8.17477,2.78555,6.53915,3.69616,10.64296,9.5601,10.47135,4.6133,2.56194,10.38506,5.21878,9.5334,9.9129,8.27031,10.39129,8.178,5.40143,8.78731,7.71913,8.70134,8.08493,3.77746,8.39606,8.66998,6.90179,12.04477,7.00449,6.73361,4.88507,4.75369,8.78272,7.04209,7.07168,10.05782,8.72486,9.3028,6.11015,4.75325,10.41165,6.17351,3.68514,6.00329,8.7521,8.09637,11.07623,5.89207,10.64803,6.62537,5.79739,6.60861,6.48774,10.88961,5.20131,10.61329,8.23059,10.08358,13.56875,8.07231,11.80243,8.21011,12.87128,6.28616,7.79144,11.04573,7.00998,4.79103,3.40403,3.80401,11.32065,5.26578,6.87904,7.79649,7.81288,7.49166,10.19973,7.48866,12.05676,5.7645,5.06802,12.57289,2.32734,6.24798,9.50607,9.19687,4.73917,4.95359,5.95779,8.68249,7.88974,4.62016,7.45281,6.25177,3.13057,2.2131,3.72406,5.97248,10.93726
"23","RL_SARS_PLAS_7.3",6.93271,12.83072,10.40281,4.69202,2.26659,5.76424,6.79509,2.4265,11.22268,6.74946,11.12747,4.06979,3.88436,12.15733,1.01093,9.83495,6.15796,7.79163,1.07829,8.7824,8.22789,0.0241,-1.44619,6.18236,0.21672,10.23831,0.86203,7.22851,5.09667,9.60473,12.03814,3.78106,3.83862,15.08023,7.77956,6.24525,7.63599,1.73847,1.01999,14.63302,3.93198,8.97311,11.20398,2.5275,7.06677,2.26595,10.18451,8.24536,0.21125,11.28777,2.40286,10.89032,7.01045,2.06394,4.85975,0.96695,11.43194,2.52025,4.18209,10.87537,6.63485,7.44328,9.48666,8.75521,11.05083,10.5509,0.23563,6.7605,1.74205,8.34218,7.01058,14.29389,1.17688,7.5951,9.27154,-0.60604,0.19327,0.27931,8.43545,4.62555,7.00467,5.21003,9.2196,2.02254,7.30263,10.09044,6.08691,7.42477,2.25317,6.11382,3.38628,10.45982,8.77605,10.3096,3.90229,1.87107,10.36608,4.91745,9.37869,8.99787,8.67581,10.28572,8.01188,4.84006,8.57386,7.25776,8.5505,7.84554,3.46088,8.22176,8.31008,6.09713,10.50017,6.35641,6.46699,4.65048,4.73488,8.30306,6.6224,6.83715,9.8921,8.59299,9.09716,4.86775,4.29368,10.07342,5.2022,3.64187,5.01181,8.53812,7.90971,11.00882,5.23237,10.08159,6.67436,5.58301,6.49478,6.20893,11.09789,5.4509,10.53568,8.07522,9.9568,11.21418,7.65437,11.75246,7.06613,12.66848,5.49696,6.9932,6.88982,6.78125,4.78646,2.96833,3.52983,11.10971,4.52502,6.41275,7.54331,7.44219,7.21162,10.0401,7.27676,11.81175,5.71743,4.65361,10.76303,2.49708,6.05674,9.56457,9.27134,4.4027,4.71256,5.09611,5.23643,7.32657,4.50634,7.32848,6.20408,2.639,1.44194,3.401,5.59192,10.51716
"24","RL_SARS_PLAS_7.7",8.57397,12.74752,9.54708,4.68853,2.05363,4.47944,6.59166,1.94827,10.8223,6.22633,10.22855,6.02883,4.57398,12.41201,0.65092,9.04271,6.63059,6.40144,0.8167,7.70103,7.4163,0.19303,-1.37968,6.23892,0.17412,10.3534,0.47365,7.13177,4.47913,8.61958,10.71278,2.88881,3.65216,14.79405,6.7371,5.46944,8.40005,0.72115,0.58478,14.38354,3.27761,8.78471,10.13332,2.26189,6.84826,2.58714,9.13785,8.27808,0.05348,11.18723,1.91393,10.76116,5.62242,2.58445,4.21332,0.96833,10.91544,2.18296,3.50313,10.94681,6.11324,6.68642,8.40879,9.58858,11.33754,10.10687,0.39676,6.04381,1.46555,7.56991,5.87787,14.02562,0.65957,6.79576,8.37819,-0.68022,0.43873,0.34246,7.93067,4.56046,6.00335,4.20503,8.96181,3.05868,6.63342,11.47838,5.86734,7.82396,0.88866,5.37724,2.39666,10.4341,9.75129,10.44803,4.44391,2.27827,10.18109,4.724,9.24259,8.82838,9.20641,9.6394,7.93062,6.99914,8.24316,7.20559,7.76405,7.79128,3.36998,6.98098,7.69684,5.96865,9.70634,6.09433,5.6164,3.78121,4.2545,7.87686,6.76618,6.22157,9.50331,7.75451,8.99414,4.68762,4.5202,10.30046,5.80893,3.60704,4.90753,8.50065,7.80649,10.38578,5.06088,10.27374,6.47345,5.33521,6.16009,5.70559,10.67415,4.09338,10.28841,6.96922,9.63972,11.40868,7.60642,10.32154,8.08484,12.6675,5.25749,7.7762,5.19418,5.93305,4.65502,2.13242,3.44027,11.00914,8.46267,6.12437,6.72746,7.44893,6.99646,10.29647,6.94439,12.07917,4.87346,5.31288,11.08818,1.68678,5.45582,9.22755,9.25838,3.93653,3.80366,4.72556,4.54329,7.35449,3.02672,6.89595,6.57401,2.80007,0.62406,3.40965,5.61582,10.63483
"25","RL_SARS_PLAS_8.1",8.01865,11.60143,7.67078,7.28124,3.32466,5.25828,7.18615,3.24965,11.85317,7.45197,10.61416,5.79894,3.5639,12.35529,2.87628,9.11201,7.6013,7.22094,0.68318,8.17962,5.96008,0.57482,-1.11693,7.36909,0.80243,10.07787,0.84729,7.71744,3.78888,7.35516,9.4998,2.02112,3.24096,15.49982,7.37673,6.85746,1.63495,0.71928,1.0558,15.45304,3.46392,5.0816,12.46075,1.2464,6.16495,2.33309,10.18541,8.97087,0.05223,12.72062,1.86062,12.95062,4.44373,2.06513,0.65737,2.02017,10.12834,0.83256,3.27423,11.30517,4.59549,7.85989,9.48599,10.17739,11.82897,10.1291,0.36905,6.77954,3.28795,7.51529,7.0136,13.77659,0.90406,6.77106,10.00836,-0.88004,1.04119,1.55399,9.60051,6.08157,6.3153,3.9345,6.68337,2.38691,8.08717,12.46024,6.3732,8.73824,1.23249,5.58774,2.85433,10.49679,9.07836,9.08106,3.2235,2.46303,10.28276,6.20587,9.0237,9.14675,8.0282,10.17067,5.23501,6.45063,7.00029,7.77407,7.18688,7.00612,3.73648,7.6465,6.1023,6.27917,11.88045,4.84161,5.9722,3.91223,4.39413,8.72496,5.82027,5.83245,8.62,6.46478,8.8408,4.7142,3.95951,10.40753,6.31024,4.65032,5.80856,8.37435,4.95863,9.05715,3.25875,10.78519,6.11249,5.41525,6.25578,3.73562,9.91591,4.3229,8.1615,7.59113,9.42644,13.42915,7.23496,11.14384,7.69887,11.54834,6.70483,7.20851,11.48905,6.17991,4.83796,2.52163,3.91276,6.03641,3.33158,2.88267,3.01357,4.44599,6.77322,8.05908,6.98579,8.26926,5.30376,5.30796,12.22028,0.4546,4.75331,9.37002,10.78338,4.77415,3.68141,4.17555,5.75864,7.40372,3.35675,7.39398,5.22221,1.83603,0.11691,3.06057,6.01461,9.45973
"26","RL_SARS_PLAS_8.3",8.37075,12.01814,8.58932,7.87883,3.71943,5.82623,7.8501,3.48639,12.5431,7.60795,11.35047,7.7552,4.49526,14.03973,4.02505,9.98769,7.85265,7.77289,0.99635,9.25164,6.2674,0.14938,-1.3148,7.14953,0.39374,10.77971,0.65276,8.8768,4.22337,7.43607,10.26983,2.82048,3.85554,16.46318,8.35344,6.96651,2.33639,0.72215,1.35249,15.67423,3.67084,5.34179,12.6065,1.5663,6.63406,2.43015,10.67011,9.22277,-0.054,13.17922,2.07382,12.8418,5.47359,1.79599,0.62668,2.31148,10.86601,2.57124,3.76103,11.66329,5.48807,9.05269,10.23847,10.6637,12.98719,9.90784,0.49694,7.31336,3.37464,7.82846,6.95064,13.87818,0.60963,9.55501,11.22791,-0.81183,1.48491,1.29995,10.75579,5.81771,7.68616,4.05928,7.4838,2.56608,8.66186,13.58445,6.11132,9.3402,1.6988,5.97388,3.84576,10.42657,9.79277,9.56644,4.10575,3.2326,10.28045,6.4589,9.13387,10.04844,8.49918,10.01637,5.72006,8.42519,7.46684,7.86008,7.59231,7.21222,3.84473,8.24377,6.85208,6.45222,12.81581,5.8877,6.14979,4.40131,4.36699,8.43851,6.095,6.29137,8.93718,6.44932,8.62856,5.71175,4.44736,10.44326,7.64217,5.30245,6.59936,8.55513,5.63177,9.99699,3.7034,10.98116,6.17392,5.55112,6.32307,4.37117,10.7818,5.0577,8.71705,8.10833,9.78453,13.3045,7.77792,11.3798,8.62079,11.84242,6.43804,8.34401,11.30413,6.59816,4.4627,2.91771,3.8527,7.1024,4.07115,3.56767,3.65167,5.15392,7.10001,8.31298,7.57163,9.23038,5.51582,5.59056,12.11342,0.599,4.79513,9.40829,11.15264,4.8503,4.05576,4.43436,6.76283,7.6536,3.90069,7.2968,6.08801,2.51541,1.02787,3.23051,5.70887,10.04872
